Date,Open,High,Low,Close,Adj Close,Volume
2020-04-24,34.952560,35.512333,34.895638,35.464897,33.124985,17353794
2020-04-27,35.664139,36.565464,35.645161,36.366222,33.966846,23394057
2020-04-28,37.049335,37.210625,35.464897,35.967743,33.594654,35666728
2020-04-29,36.489563,36.574951,35.777988,36.166985,33.780743,26518535
2020-04-30,36.053131,36.537003,35.445919,36.394688,33.993431,29450973
2020-05-01,35.910816,35.996204,35.474384,35.711575,33.355389,22679867
2020-05-04,35.673622,35.977230,35.493359,35.692600,33.337666,19893512
2020-05-05,36.821632,36.869068,36.309299,36.537003,34.126358,24123952
2020-05-06,36.973434,37.011387,36.537003,36.537003,34.126358,24047432
2020-05-07,36.442123,36.518028,35.000000,35.066414,33.079201,33546080
2020-05-08,35.341557,35.464897,35.142315,35.313091,33.311901,19893618
2020-05-11,35.341557,36.252373,35.256168,36.148006,34.099503,25620421
2020-05-12,36.166985,36.280834,35.426945,35.445919,33.437202,19335314
2020-05-13,35.398483,35.502846,34.715370,35.151802,33.159756,24596882
2020-05-14,34.914612,36.015179,34.895638,35.977230,33.938404,22362507
2020-05-15,36.015179,36.214420,35.474384,35.825428,33.795208,25460002
2020-05-18,36.375713,36.489563,35.702087,36.119545,34.072651,22635177
2020-05-19,35.910816,36.072105,35.398483,35.749527,33.723606,19476234
2020-05-20,36.005692,36.242886,35.626186,35.702087,33.678856,17504200
2020-05-21,35.645161,35.721062,35.151802,35.351044,33.347706,17652181
2020-05-22,35.208729,35.607212,35.066414,35.578747,33.562504,15781226
2020-05-26,35.721062,35.929790,35.531307,35.569260,33.553555,23260094
2020-05-27,35.493359,35.616699,35.075901,35.493359,33.481956,25904158
2020-05-28,35.901329,36.470589,35.787476,36.223907,34.171101,22521767
2020-05-29,36.309299,36.461102,35.654648,36.233398,34.180058,48333067
2020-06-01,33.681213,33.899429,33.121441,33.643265,31.736702,76884979
2020-06-02,33.709679,34.307400,33.444023,34.307400,32.363201,42690900
2020-06-03,34.430740,34.544594,33.719166,34.307400,32.363201,38751996
2020-06-04,33.880455,34.430740,33.870968,34.165085,32.228958,27013388
2020-06-05,34.383301,34.620495,34.041744,34.146111,32.211056,36705655
2020-06-08,33.965843,34.724857,33.851994,34.715370,32.748058,30194149
2020-06-09,34.629982,34.781784,34.316887,34.354839,32.407955,21675088
2020-06-10,34.497154,34.582542,34.051231,34.079697,32.148411,29557217
2020-06-11,33.776093,33.851994,31.574953,31.593927,29.803503,63166642
2020-06-12,32.333965,32.352940,31.356735,32.020874,30.206257,37902472
2020-06-15,31.593927,31.992411,31.081594,31.650854,29.857204,36247482
2020-06-16,31.869070,32.220116,31.043644,31.688805,29.893005,55616945
2020-06-17,31.869070,32.039848,31.612904,31.840607,30.036203,27509822
2020-06-18,31.565466,31.755219,31.290323,31.537003,29.749805,32278855
2020-06-19,31.963947,32.011387,31.423149,31.707781,29.910906,43986266
2020-06-22,31.622391,31.650854,31.223909,31.413662,29.633453,23332503
2020-06-23,31.499050,31.546490,31.062618,31.091082,29.329153,37690408
2020-06-24,31.034157,31.053131,30.360531,30.540796,28.810055,30817695
2020-06-25,30.464895,30.721064,30.199242,30.664137,28.926401,27418651
2020-06-26,30.597723,30.626186,29.990513,30.398481,28.675806,42153992
2020-06-29,30.796965,30.996204,30.550285,30.967743,29.212809,23956261
2020-06-30,30.863379,31.195446,30.578749,31.024668,29.266502,25451676
2020-07-01,32.770397,32.770397,31.992411,32.011387,30.197306,73503009
2020-07-02,32.846298,33.064514,32.296017,32.741936,30.886454,45270881
2020-07-06,33.159393,33.197342,32.618595,32.741936,30.886454,27150935
2020-07-07,32.305504,32.590134,32.220116,32.286530,30.456856,25148018
2020-07-08,32.267551,32.609108,31.850096,32.020874,30.206257,24256545
2020-07-09,32.001900,32.144215,31.404175,31.745731,29.946705,20363702
2020-07-10,31.935484,32.296017,31.774195,32.096775,30.277857,24459019
2020-07-13,32.950665,33.889942,32.751423,33.406071,31.512951,56569129
2020-07-14,33.557877,33.605312,33.092979,33.425049,31.530855,32854129
2020-07-15,34.146111,34.155598,33.652752,33.889942,31.969406,26294454
2020-07-16,33.776093,33.814041,33.453510,33.776093,31.862009,18421812
2020-07-17,34.022770,34.468693,33.899429,34.392788,32.443756,23347365
2020-07-20,35.569260,35.692600,34.459202,34.629982,32.667507,36815693
2020-07-21,35.047440,35.180267,34.648956,34.810246,32.837555,23588520
2020-07-22,36.271347,36.745731,35.597721,36.584438,34.511204,90705554
2020-07-23,37.220116,37.400379,36.223907,36.442123,34.376953,59639536
2020-07-24,36.081593,36.195446,35.417458,35.730549,33.705704,33870501
2020-07-27,35.445919,35.815941,35.322582,35.616699,33.598309,27640307
2020-07-28,36.565464,37.324478,36.110058,37.020874,34.922905,56393954
2020-07-29,37.286530,37.428844,36.480076,37.248577,35.137703,37033660
2020-07-30,36.318787,36.944973,36.242886,36.755219,35.011181,32273796
2020-07-31,36.318787,36.764706,35.920303,36.508537,34.776207,28472124
2020-08-03,36.631878,36.679317,36.261860,36.385201,34.658718,31036400
2020-08-04,36.347248,36.698292,36.138519,36.423149,34.694866,29448549
2020-08-05,36.499050,36.555977,36.176472,36.480076,34.749096,24292697
2020-08-06,36.783680,37.096775,36.195446,36.309299,34.586418,20922111
2020-08-07,36.337761,36.641365,36.204933,36.480076,34.749096,23097251
2020-08-10,36.574951,36.679317,36.299809,36.423149,34.694866,19964552
2020-08-11,36.584438,36.603416,35.740040,35.853889,34.152622,21326847
2020-08-12,35.891842,36.574951,35.872864,36.366222,34.640640,19957595
2020-08-13,36.119545,36.223907,35.939278,36.214420,34.496048,15340021
2020-08-14,36.062618,36.423149,35.986717,36.110058,34.396633,12901276
2020-08-17,36.091084,36.442123,36.005692,36.385201,34.658718,17494187
2020-08-18,36.480076,36.489563,36.214420,36.394688,34.667755,10846398
2020-08-19,36.508537,36.631878,36.166985,36.299809,34.577381,15690055
2020-08-20,36.223907,36.802658,36.176472,36.736244,34.993111,21957455
2020-08-21,36.916508,37.001900,36.593929,36.888046,35.137707,25467170
2020-08-24,37.020874,37.039848,36.565464,36.850094,35.101559,25011947
2020-08-25,36.537003,36.584438,36.005692,36.442123,34.712940,26221201
2020-08-26,36.233398,36.309299,35.730549,36.100571,34.387596,24083689
2020-08-27,36.015179,36.053131,35.749527,35.920303,34.215885,22156556
2020-08-28,35.929790,36.110058,35.483871,35.967743,34.261074,32830519
2020-08-31,35.901329,36.072105,35.578747,35.853889,34.152622,30032465
2020-09-01,35.853889,35.882355,34.639469,34.990513,33.330212,36145560
2020-09-02,34.886147,35.388992,34.535103,35.294117,33.619408,29068688
2020-09-03,35.455406,35.569260,34.250473,34.535103,32.896416,35956788
2020-09-04,34.620495,34.753323,34.032257,34.497154,32.860260,26872257
2020-09-08,34.658443,34.734344,33.851994,34.089184,32.471649,26736818
2020-09-09,34.430740,34.772297,34.288425,34.326378,32.697586,27490533
2020-09-10,34.345352,34.459202,33.757114,33.823528,32.218597,21650741
2020-09-11,33.908916,34.259960,33.633778,34.222012,32.598179,24109301
2020-09-14,34.497154,35.616699,34.421253,35.113853,33.447701,29565543
2020-09-15,35.284630,35.436432,34.924099,35.066414,33.402508,22003726
2020-09-16,35.370018,35.398483,34.838711,34.895638,33.239838,22208412
2020-09-17,34.895638,35.075901,34.677418,34.933586,33.275982,17894390
2020-09-18,34.895638,35.170776,34.696396,34.753323,33.104282,31694623
2020-09-21,34.506641,34.611008,33.567364,34.174572,32.552990,26608968
2020-09-22,33.975330,34.468693,33.908916,34.392788,32.760853,22727297
2020-09-23,34.478176,34.516129,34.127136,34.155598,32.534912,23102521
2020-09-24,34.108158,34.193546,33.719166,33.927895,32.318012,20859925
2020-09-25,33.719166,34.297913,33.700191,34.203037,32.580101,14365598
2020-09-28,34.307400,34.705883,34.307400,34.525616,32.887371,15044269
2020-09-29,34.563568,34.667931,34.184059,34.316887,32.688549,13512491
2020-09-30,34.411766,35.066414,34.392788,34.819733,33.167534,22629275
2020-10-01,35.018974,35.189754,34.307400,34.506641,32.869301,22520396
2020-10-02,34.212524,34.781784,34.184059,34.516129,32.878338,21461759
2020-10-05,34.658443,34.990513,34.478176,34.867172,33.212723,19400029
2020-10-06,35.104362,35.132828,34.240986,34.316887,32.688549,25233392
2020-10-07,34.402279,34.715370,34.184059,34.601517,32.959675,22160034
2020-10-08,34.724857,35.275143,34.639469,35.000000,33.339249,17857395
2020-10-09,34.943073,35.218216,34.715370,34.905125,33.248871,23667465
2020-10-12,34.819733,35.275143,34.601517,34.933586,33.275982,19413837
2020-10-13,34.791271,35.227703,34.753323,35.009487,33.348286,21543233
2020-10-14,35.113853,35.388992,34.696396,34.971539,33.312141,22120298
2020-10-15,34.753323,34.857685,34.544594,34.677418,33.031971,16089205
2020-10-16,35.170776,36.166985,35.123341,36.005692,34.297218,42993503
2020-10-19,36.451614,36.859585,35.711575,35.863377,34.161655,31931352
2020-10-20,35.929790,35.948769,35.436432,35.569260,33.881496,22384852
2020-10-21,35.436432,35.531307,35.161289,35.180267,33.510963,18984859
2020-10-22,35.180267,35.645161,35.132828,35.512333,33.827274,19243616
2020-10-23,35.986717,36.318787,35.721062,36.223907,34.505077,30557884
2020-10-26,35.929790,36.072105,35.559772,35.977230,34.270111,33783124
2020-10-27,35.142315,36.166985,34.981026,35.512333,33.827274,36851529
2020-10-28,34.914612,35.227703,33.510437,33.633778,32.037853,33857537
2020-10-29,33.662239,33.814041,32.827324,33.472485,31.884212,27545341
2020-10-30,33.434536,33.709679,33.055027,33.662239,32.064960,25631067
2020-11-02,34.089184,34.392788,33.719166,34.373814,32.742771,21430666
2020-11-03,34.563568,34.743832,34.231499,34.335861,32.706623,21636617
2020-11-04,35.161289,36.166985,35.066414,35.417458,33.736900,40870536
2020-11-05,35.341557,35.388992,34.525616,34.525616,33.225590,33926995
2020-11-06,34.525616,34.838711,34.240986,34.535103,33.234726,23870676
2020-11-09,39.715370,39.838711,36.413662,37.191650,35.791241,230153864
2020-11-10,38.377609,38.462997,36.489563,36.698292,35.316456,80091668
2020-11-11,36.888046,38.140415,35.958256,36.527515,35.152111,58980997
2020-11-12,36.318787,36.375713,35.332069,35.626186,34.284721,46767877
2020-11-13,35.929790,36.679317,35.777988,36.641365,35.261673,40175634
2020-11-16,35.920303,36.005692,34.962048,35.417458,34.083851,75530167
2020-11-17,36.490002,36.500000,35.820000,36.040001,34.682953,46984500
2020-11-18,36.930000,37.419998,36.299999,36.320000,34.952412,63442700
2020-11-19,36.599998,36.630001,35.860001,36.189999,34.827305,43261800
2020-11-20,36.700001,37.310001,36.439999,36.700001,35.318100,60633800
2020-11-23,37.029999,37.090000,36.209999,36.520000,35.144882,43673100
2020-11-24,36.130001,36.740002,36.020000,36.599998,35.221867,42485300
2020-11-25,36.529999,36.560001,36.240002,36.529999,35.154503,26955800
2020-11-27,36.779999,37.259998,36.750000,37.230000,35.828144,25277000
2020-11-30,37.950001,38.799999,37.599998,38.310001,36.867481,65425900
2020-12-01,39.400002,40.500000,39.009998,39.410000,37.926064,72499700
2020-12-02,40.470001,41.410000,40.299999,40.799999,39.263725,84347500
2020-12-03,40.980000,41.029999,39.520000,40.090000,38.580456,68570100
2020-12-04,39.889999,40.450001,39.889999,40.340000,38.821041,35368100
2020-12-07,40.660000,41.400002,40.369999,41.250000,39.696777,48253700
2020-12-08,41.400002,42.770000,41.349998,42.560001,40.957455,87039300
2020-12-09,43.070000,43.080002,41.130001,41.849998,40.274185,86118500
2020-12-10,41.820000,42.220001,41.450001,41.730000,40.158703,57749200
2020-12-11,41.970001,42.070000,40.689999,41.119999,39.571671,60737000
2020-12-14,41.619999,41.660000,39.070000,39.209999,37.733589,94809700
2020-12-15,39.060001,39.180000,38.209999,38.709999,37.252422,65712800
2020-12-16,38.180000,38.470001,37.740002,37.840000,36.415176,56515300
2020-12-17,37.830002,38.119999,37.310001,38.029999,36.598022,52036400
2020-12-18,37.990002,38.090000,37.500000,37.680000,36.261200,60259200
2020-12-21,37.279999,37.400002,36.910000,37.380001,35.972500,40891800
2020-12-22,37.209999,37.330002,36.599998,36.740002,35.356598,33634400
2020-12-23,37.009998,37.650002,36.880001,37.439999,36.030239,36182000
2020-12-24,37.400002,37.570000,37.180000,37.270000,35.866642,14790100
2020-12-28,37.360001,37.580002,36.680000,36.820000,35.433586,26993700
2020-12-29,36.900002,37.200001,36.790001,37.049999,35.654926,23152100
2020-12-30,37.029999,37.240002,36.700001,36.740002,35.356598,24889800
2020-12-31,36.660000,36.919998,36.290001,36.810001,35.423962,30796500
2021-01-04,36.869999,36.939999,36.270000,36.810001,35.423962,33565700
2021-01-05,36.720001,37.369999,36.599998,37.189999,35.789650,29909400
2021-01-06,36.830002,37.480000,36.770000,36.869999,35.481701,34962500
2021-01-07,37.040001,37.150002,36.669998,37.060001,35.664547,27809500
2021-01-08,37.160000,37.529999,36.900002,37.130001,35.731911,33462400
2021-01-11,37.220001,37.830002,37.150002,37.770000,36.347813,47286900
2021-01-12,37.700001,37.790001,36.820000,37.180000,35.780029,47831100
2021-01-13,37.000000,37.169998,36.639999,36.860001,35.472080,31027900
2021-01-14,36.779999,36.959999,36.610001,36.750000,35.366219,30272000
2021-01-15,36.680000,36.779999,36.400002,36.700001,35.318100,34287800
2021-01-19,36.759998,37.000000,36.619999,36.730000,35.346970,33451300
2021-01-20,36.790001,36.810001,36.459999,36.500000,35.125633,35400100
2021-01-21,36.389999,36.590000,36.150002,36.480000,35.106384,33829700
2021-01-22,36.320000,36.830002,36.250000,36.549999,35.173752,26271200
2021-01-25,36.549999,37.290001,36.320000,37.279999,35.876259,31728500
2021-01-26,37.270000,37.599998,37.160000,37.310001,35.905136,27718700
2021-01-27,36.990002,37.040001,36.169998,36.240002,34.875423,50561200
2021-01-28,35.950001,36.330002,35.840000,35.860001,34.885155,39466700
2021-01-29,36.880001,36.880001,35.619999,35.900002,34.924065,60251900
2021-02-01,35.930000,36.189999,35.720001,35.799999,34.826782,40395800
2021-02-02,35.759998,35.779999,34.270000,34.990002,34.038807,84062400
2021-02-03,34.990002,35.290001,34.779999,34.840000,33.892883,38524200
2021-02-04,34.810001,35.080002,34.700001,34.889999,33.941521,34284900
2021-02-05,34.919998,35.080002,34.779999,34.919998,33.970703,31749600
2021-02-08,34.959999,35.009998,34.740002,34.820000,33.873425,31633900
2021-02-09,34.799999,35.060001,34.759998,34.970001,34.019348,30170200
2021-02-10,35.000000,35.080002,34.700001,34.740002,33.795601,29039900
2021-02-11,34.799999,34.810001,34.279999,34.430000,33.494026,30885200
2021-02-12,34.439999,34.950001,34.360001,34.720001,33.776142,25578600
2021-02-16,34.849998,34.860001,34.560001,34.689999,33.746960,28730300
2021-02-17,34.570000,35.000000,34.459999,34.889999,33.941521,26389400
2021-02-18,34.779999,34.880001,34.520000,34.560001,33.620491,24052500
2021-02-19,34.660000,34.680000,34.400002,34.439999,33.503754,28145300
2021-02-22,34.330002,34.369999,34.040001,34.259998,33.328644,34322500
2021-02-23,34.000000,34.189999,33.680000,33.910000,32.988167,37624200
2021-02-24,33.869999,34.049999,33.669998,33.750000,32.832512,30686100
2021-02-25,33.820000,34.110001,33.540001,33.820000,32.900612,37506100
2021-02-26,33.840000,33.900002,33.360001,33.490002,32.579582,41462800
2021-03-01,33.590000,33.930000,33.509998,33.689999,32.774139,30407800
2021-03-02,33.680000,33.889999,33.500000,33.509998,32.599037,27670400
2021-03-03,33.509998,34.450001,33.439999,34.389999,33.455109,46020200
2021-03-04,34.259998,35.090000,33.840000,34.200001,33.270279,45449600
2021-03-05,34.290001,34.549999,33.959999,34.389999,33.455109,30589900
2021-03-08,34.480000,34.869999,34.330002,34.349998,33.416203,24352300
2021-03-09,34.540001,34.849998,34.439999,34.450001,33.513485,25167100
2021-03-10,34.639999,35.139999,34.520000,34.930000,33.980434,33501800
2021-03-11,35.070000,35.119999,34.660000,34.709999,33.766411,24557900
2021-03-12,34.560001,34.980000,34.509998,34.939999,33.990158,16342400
2021-03-15,35.009998,35.430000,34.959999,35.410000,34.447384,21896100
2021-03-16,35.470001,35.860001,35.310001,35.830002,34.855968,25022400
2021-03-17,35.830002,35.959999,35.119999,35.790001,34.817055,42540100
2021-03-18,35.529999,35.970001,35.520000,35.770000,34.797600,24729800
2021-03-19,35.750000,35.820000,35.470001,35.529999,34.564121,48348900
2021-03-22,35.480000,36.009998,35.360001,36.000000,35.021347,25427500
2021-03-23,35.820000,35.930000,35.320000,35.360001,34.398746,27970500
2021-03-24,35.480000,35.930000,35.369999,35.610001,34.641953,22883400
2021-03-25,35.650002,35.790001,35.250000,35.669998,34.700317,24875300
2021-03-26,35.680000,36.290001,35.639999,36.250000,35.264553,27944500
2021-03-29,36.029999,36.740002,35.900002,36.619999,35.624489,27004800
2021-03-30,36.590000,36.630001,36.020000,36.110001,35.128353,26303300
2021-03-31,36.150002,36.430000,36.040001,36.230000,35.245094,26582700
2021-04-01,36.299999,36.450001,36.020000,36.299999,35.313190,21319900
2021-04-05,36.439999,36.570000,36.099998,36.279999,35.293732,22096900
2021-04-06,36.259998,36.400002,36.000000,36.049999,35.069984,20722900
2021-04-07,36.029999,36.240002,35.759998,35.910000,34.933792,21933800
2021-04-08,35.959999,36.150002,35.869999,35.959999,34.982430,18129400
2021-04-09,35.900002,36.810001,35.900002,36.599998,35.605034,31686700
2021-04-12,36.480000,37.029999,36.330002,36.970001,35.964977,29944900
2021-04-13,37.410000,37.650002,36.889999,37.160000,36.149815,33967400
2021-04-14,37.169998,37.380001,36.959999,37.169998,36.159538,23842900
2021-04-15,37.259998,37.740002,37.259998,37.599998,36.577847,24945800
2021-04-16,37.869999,38.700001,37.810001,38.570000,37.521481,52829500
2021-04-19,38.599998,38.959999,38.330002,38.930000,37.871696,30905100
2021-04-20,38.750000,39.240002,38.750000,39.029999,37.968975,26459400
2021-04-21,39.139999,39.669998,39.130001,39.529999,38.455383,29365000
2021-04-22,39.480000,39.500000,38.520000,38.639999,37.589577,33373600
2021-04-23,38.630001,38.830002,38.430000,38.660000,37.609035,24375000
2021-04-26,38.730000,38.740002,38.490002,38.680000,37.628490,19773400
2021-04-27,38.509998,38.610001,38.349998,38.450001,37.404743,19061500
2021-04-28,38.540001,38.939999,38.520000,38.810001,37.754959,21963300
2021-04-29,38.990002,39.000000,38.310001,38.599998,37.550663,23569400
2021-04-30,38.500000,38.900002,38.490002,38.650002,37.599308,28413200
2021-05-03,39.040001,39.840000,38.959999,39.830002,38.747231,46638600
2021-05-04,40.000000,40.169998,39.430000,39.950001,38.863968,52802200
2021-05-05,40.180000,41.090000,38.930000,39.970001,38.883427,76627500
2021-05-06,38.480000,39.230000,37.959999,39.189999,38.500286,54944900
2021-05-07,39.049999,39.869999,39.049999,39.580002,38.883423,33807800
2021-05-10,39.830002,40.279999,39.779999,39.860001,39.158497,30831900
2021-05-11,39.680000,40.070000,39.230000,39.349998,38.657471,30568600
2021-05-12,39.439999,39.919998,39.310001,39.689999,38.991486,26208600
2021-05-13,39.500000,40.279999,39.500000,40.099998,39.394272,25415000
2021-05-14,40.240002,40.320000,39.919998,40.020000,39.315681,18041100
2021-05-17,40.070000,40.400002,40.009998,40.110001,39.404095,18095000
2021-05-18,40.180000,40.349998,39.830002,40.049999,39.345154,15805500
2021-05-19,39.900002,39.900002,39.430000,39.830002,39.129025,20209500
2021-05-20,39.730000,40.250000,39.720001,40.119999,39.413918,18621100
2021-05-21,40.209999,40.599998,39.910000,39.950001,39.246914,21144800
2021-05-24,40.080002,40.139999,39.779999,39.810001,39.109375,16922300
2021-05-25,39.820000,39.860001,39.240002,39.330002,38.637825,25916300
2021-05-26,39.290001,39.299999,38.779999,38.919998,38.235035,28036500
2021-05-27,38.970001,39.180000,38.599998,38.650002,37.969791,38471200
2021-05-28,38.750000,39.020000,38.680000,38.730000,38.048386,16154100
2021-06-01,38.939999,39.000000,38.480000,38.500000,37.822433,23642400
2021-06-02,38.639999,38.930000,38.540001,38.790001,38.107327,19629000
2021-06-03,38.759998,39.040001,38.630001,38.970001,38.284161,17376300
2021-06-04,39.049999,39.500000,39.020000,39.150002,38.460991,19375300
2021-06-07,39.080002,39.599998,38.970001,38.990002,38.303810,24110700
2021-06-08,39.070000,39.110001,38.480000,38.849998,38.166267,18880300
2021-06-09,39.000000,39.840000,38.980000,39.810001,39.109375,29824000
2021-06-10,39.900002,40.720001,39.889999,40.680000,39.964066,42613700
2021-06-11,40.660000,40.669998,39.950001,40.150002,39.443394,21386900
2021-06-14,40.029999,40.070000,39.380001,39.630001,38.932545,23408300
